,id,x,y,z,i,j,k,degree,to_remove
11698,162.0,540.0,103.92304845413263,195.95917942265424,108.0,20.784609690826525,6.531972647421808,8.0,False
11699,163.0,580.0,103.92304845413263,195.95917942265424,116.0,20.784609690826525,6.531972647421808,10.0,False
11700,164.0,620.0,103.92304845413263,195.95917942265424,124.0,20.784609690826525,6.531972647421808,7.0,False
11731,165.0,200.0,138.56406460551017,195.95917942265424,40.0,27.712812921102035,6.531972647421808,3.0,False
11732,166.0,240.0,138.56406460551017,195.95917942265424,48.0,27.712812921102035,6.531972647421808,7.0,False
11733,167.0,280.0,138.56406460551017,195.95917942265424,56.0,27.712812921102035,6.531972647421808,5.0,False
11735,168.0,360.0,138.56406460551017,195.95917942265424,72.0,27.712812921102035,6.531972647421808,3.0,False
11737,169.0,440.0,138.56406460551017,195.95917942265424,88.0,27.712812921102035,6.531972647421808,2.0,False
11738,170.0,480.0,138.56406460551017,195.95917942265424,96.0,27.712812921102035,6.531972647421808,12.0,False
11739,171.0,520.0,138.56406460551017,195.95917942265424,104.0,27.712812921102035,6.531972647421808,12.0,False
11740,172.0,560.0,138.56406460551017,195.95917942265424,112.0,27.712812921102035,6.531972647421808,12.0,False
11741,173.0,600.0,138.56406460551017,195.95917942265424,120.0,27.712812921102035,6.531972647421808,12.0,False
11742,174.0,640.0,138.56406460551017,195.95917942265424,128.0,27.712812921102035,6.531972647421808,4.0,False
11772,175.0,220.0,173.20508075688772,195.95917942265424,44.0,34.64101615137754,6.531972647421808,8.0,False
11773,176.0,260.0,173.20508075688772,195.95917942265424,52.0,34.64101615137754,6.531972647421808,12.0,False
11774,177.0,300.0,173.20508075688772,195.95917942265424,60.0,34.64101615137754,6.531972647421808,11.0,False
11775,178.0,340.0,173.20508075688772,195.95917942265424,68.0,34.64101615137754,6.531972647421808,11.0,False
11776,179.0,380.0,173.20508075688772,195.95917942265424,76.0,34.64101615137754,6.531972647421808,3.0,False
11777,180.0,420.0,173.20508075688772,195.95917942265424,84.0,34.64101615137754,6.531972647421808,2.0,False
11778,181.0,460.0,173.20508075688772,195.95917942265424,92.0,34.64101615137754,6.531972647421808,7.0,False
11779,182.0,500.0,173.20508075688772,195.95917942265424,100.0,34.64101615137754,6.531972647421808,8.0,False
11780,183.0,540.0,173.20508075688772,195.95917942265424,108.0,34.64101615137754,6.531972647421808,5.0,False
11781,184.0,580.0,173.20508075688772,195.95917942265424,116.0,34.64101615137754,6.531972647421808,12.0,False
11782,185.0,620.0,173.20508075688772,195.95917942265424,124.0,34.64101615137754,6.531972647421808,7.0,False
11814,186.0,240.0,207.84609690826525,195.95917942265424,48.0,41.56921938165305,6.531972647421808,9.0,False
11815,187.0,280.0,207.84609690826525,195.95917942265424,56.0,41.56921938165305,6.531972647421808,11.0,False
11816,188.0,320.0,207.84609690826525,195.95917942265424,64.0,41.56921938165305,6.531972647421808,12.0,False
11817,189.0,360.0,207.84609690826525,195.95917942265424,72.0,41.56921938165305,6.531972647421808,11.0,False
11818,190.0,400.0,207.84609690826525,195.95917942265424,80.0,41.56921938165305,6.531972647421808,8.0,False
11819,191.0,440.0,207.84609690826525,195.95917942265424,88.0,41.56921938165305,6.531972647421808,11.0,False
11820,192.0,480.0,207.84609690826525,195.95917942265424,96.0,41.56921938165305,6.531972647421808,9.0,False
11822,193.0,560.0,207.84609690826525,195.95917942265424,112.0,41.56921938165305,6.531972647421808,4.0,False
11823,194.0,600.0,207.84609690826525,195.95917942265424,120.0,41.56921938165305,6.531972647421808,6.0,False
11854,195.0,220.0,242.4871130596428,195.95917942265424,44.0,48.49742261192856,6.531972647421808,3.0,False
11855,196.0,260.0,242.4871130596428,195.95917942265424,52.0,48.49742261192856,6.531972647421808,9.0,False
11856,197.0,300.0,242.4871130596428,195.95917942265424,60.0,48.49742261192856,6.531972647421808,9.0,False
11857,198.0,340.0,242.4871130596428,195.95917942265424,68.0,48.49742261192856,6.531972647421808,12.0,False
11858,199.0,380.0,242.4871130596428,195.95917942265424,76.0,48.49742261192856,6.531972647421808,12.0,False
11859,200.0,420.0,242.4871130596428,195.95917942265424,84.0,48.49742261192856,6.531972647421808,11.0,False
11860,201.0,460.0,242.4871130596428,195.95917942265424,92.0,48.49742261192856,6.531972647421808,5.0,False
11897,202.0,280.0,277.12812921102034,195.95917942265424,56.0,55.42562584220407,6.531972647421808,5.0,False
11898,203.0,320.0,277.12812921102034,195.95917942265424,64.0,55.42562584220407,6.531972647421808,12.0,False
11899,204.0,360.0,277.12812921102034,195.95917942265424,72.0,55.42562584220407,6.531972647421808,12.0,False
11900,205.0,400.0,277.12812921102034,195.95917942265424,80.0,55.42562584220407,6.531972647421808,3.0,False
11901,206.0,440.0,277.12812921102034,195.95917942265424,88.0,55.42562584220407,6.531972647421808,11.0,False
11902,207.0,480.0,277.12812921102034,195.95917942265424,96.0,55.42562584220407,6.531972647421808,3.0,False
11903,208.0,520.0,277.12812921102034,195.95917942265424,104.0,55.42562584220407,6.531972647421808,2.0,False
11904,209.0,560.0,277.12812921102034,195.95917942265424,112.0,55.42562584220407,6.531972647421808,2.0,False
11937,210.0,260.0,311.7691453623979,195.95917942265424,52.0,62.353829072479584,6.531972647421808,6.0,False
11938,211.0,300.0,311.7691453623979,195.95917942265424,60.0,62.353829072479584,6.531972647421808,11.0,False
11939,212.0,340.0,311.7691453623979,195.95917942265424,68.0,62.353829072479584,6.531972647421808,12.0,False
11940,213.0,380.0,311.7691453623979,195.95917942265424,76.0,62.353829072479584,6.531972647421808,11.0,False
11941,214.0,420.0,311.7691453623979,195.95917942265424,84.0,62.353829072479584,6.531972647421808,12.0,False
11942,215.0,460.0,311.7691453623979,195.95917942265424,92.0,62.353829072479584,6.531972647421808,12.0,False
11943,216.0,500.0,311.7691453623979,195.95917942265424,100.0,62.353829072479584,6.531972647421808,3.0,False
11944,217.0,540.0,311.7691453623979,195.95917942265424,108.0,62.353829072479584,6.531972647421808,4.0,False
11978,218.0,240.0,346.41016151377545,195.95917942265424,48.0,69.28203230275508,6.531972647421808,6.0,False
11979,219.0,280.0,346.41016151377545,195.95917942265424,56.0,69.28203230275508,6.531972647421808,12.0,False
11980,220.0,320.0,346.41016151377545,195.95917942265424,64.0,69.28203230275508,6.531972647421808,12.0,False
11981,221.0,360.0,346.41016151377545,195.95917942265424,72.0,69.28203230275508,6.531972647421808,12.0,False
11982,222.0,400.0,346.41016151377545,195.95917942265424,80.0,69.28203230275508,6.531972647421808,12.0,False
11983,223.0,440.0,346.41016151377545,195.95917942265424,88.0,69.28203230275508,6.531972647421808,12.0,False
11984,224.0,480.0,346.41016151377545,195.95917942265424,96.0,69.28203230275508,6.531972647421808,5.0,False
12019,225.0,260.0,381.051177665153,195.95917942265424,52.0,76.2102355330306,6.531972647421808,6.0,False
12020,226.0,300.0,381.051177665153,195.95917942265424,60.0,76.2102355330306,6.531972647421808,12.0,False
12021,227.0,340.0,381.051177665153,195.95917942265424,68.0,76.2102355330306,6.531972647421808,12.0,False
12022,228.0,380.0,381.051177665153,195.95917942265424,76.0,76.2102355330306,6.531972647421808,11.0,False
12023,229.0,420.0,381.051177665153,195.95917942265424,84.0,76.2102355330306,6.531972647421808,10.0,False
12024,230.0,460.0,381.051177665153,195.95917942265424,92.0,76.2102355330306,6.531972647421808,3.0,False
12027,231.0,580.0,381.051177665153,195.95917942265424,116.0,76.2102355330306,6.531972647421808,3.0,False
12061,232.0,280.0,415.6921938165305,195.95917942265424,56.0,83.1384387633061,6.531972647421808,3.0,False
12062,233.0,320.0,415.6921938165305,195.95917942265424,64.0,83.1384387633061,6.531972647421808,8.0,False
12063,234.0,360.0,415.6921938165305,195.95917942265424,72.0,83.1384387633061,6.531972647421808,12.0,False
12064,235.0,400.0,415.6921938165305,195.95917942265424,80.0,83.1384387633061,6.531972647421808,10.0,False
12065,236.0,440.0,415.6921938165305,195.95917942265424,88.0,83.1384387633061,6.531972647421808,2.0,False
12068,237.0,560.0,415.6921938165305,195.95917942265424,112.0,83.1384387633061,6.531972647421808,3.0,False
12069,238.0,600.0,415.6921938165305,195.95917942265424,120.0,83.1384387633061,6.531972647421808,3.0,False
12103,239.0,340.0,450.3332099679081,195.95917942265424,68.0,90.06664199358161,6.531972647421808,4.0,False
12104,240.0,380.0,450.3332099679081,195.95917942265424,76.0,90.06664199358161,6.531972647421808,6.0,False
13540,241.0,440.0,46.18802153517006,228.6190426597633,88.0,9.237604307034012,7.620634755325443,4.0,False
13541,242.0,480.0,46.18802153517006,228.6190426597633,96.0,9.237604307034012,7.620634755325443,6.0,False
13582,243.0,460.0,80.8290376865476,228.6190426597633,92.0,16.16580753730952,7.620634755325443,8.0,False
13583,244.0,500.0,80.8290376865476,228.6190426597633,100.0,16.16580753730952,7.620634755325443,7.0,False
13585,245.0,580.0,80.8290376865476,228.6190426597633,116.0,16.16580753730952,7.620634755325443,4.0,False
13623,246.0,480.0,115.47005383792514,228.6190426597633,96.0,23.094010767585026,7.620634755325443,11.0,False
13624,247.0,520.0,115.47005383792514,228.6190426597633,104.0,23.094010767585026,7.620634755325443,10.0,False
13625,248.0,560.0,115.47005383792514,228.6190426597633,112.0,23.094010767585026,7.620634755325443,11.0,False
13626,249.0,600.0,115.47005383792514,228.6190426597633,120.0,23.094010767585026,7.620634755325443,11.0,False
13627,250.0,640.0,115.47005383792514,228.6190426597633,128.0,23.094010767585026,7.620634755325443,3.0,False
13658,251.0,220.0,150.11106998930268,228.6190426597633,44.0,30.022213997860536,7.620634755325443,5.0,False
13659,252.0,260.0,150.11106998930268,228.6190426597633,52.0,30.022213997860536,7.620634755325443,9.0,False
13660,253.0,300.0,150.11106998930268,228.6190426597633,60.0,30.022213997860536,7.620634755325443,7.0,False
13661,254.0,340.0,150.11106998930268,228.6190426597633,68.0,30.022213997860536,7.620634755325443,7.0,False
13662,255.0,380.0,150.11106998930268,228.6190426597633,76.0,30.022213997860536,7.620634755325443,2.0,False
13663,256.0,420.0,150.11106998930268,228.6190426597633,84.0,30.022213997860536,7.620634755325443,3.0,False
13664,257.0,460.0,150.11106998930268,228.6190426597633,92.0,30.022213997860536,7.620634755325443,11.0,False
13665,258.0,500.0,150.11106998930268,228.6190426597633,100.0,30.022213997860536,7.620634755325443,12.0,False
13666,259.0,540.0,150.11106998930268,228.6190426597633,108.0,30.022213997860536,7.620634755325443,7.0,False
13667,260.0,580.0,150.11106998930268,228.6190426597633,116.0,30.022213997860536,7.620634755325443,12.0,False
